City,ASCII_City,Population,Country Code,Country Name,Longitude,Latitude,Radius,public_transport_aggregated,education_facilities_aggregated,healthcare_services_aggregated,green_spaces_aggregated,sports_facilities_aggregated,cultural_facilities_aggregated,job_availability_aggregated,foreigner_integration_aggregated,housing_affordability_aggregated,admin_efficiency_aggregated,transport_affordability_aggregated,transport_accessibility_aggregated,transport_frequency_aggregated,transport_reliability_aggregated,Numbeo_URL,ticket_one_way_eur,gasoline_liter_eur,fitness_club_monthly_eur,rent_1br_city_center_eur,rent_1br_outside_center_eur,rent_3br_city_center_eur,rent_3br_outside_center_eur,net_salary_avg_eur,utilities_basic_eur,mobile_phone_plan_eur,preschool_monthly_eur,price_sqm_city_center_eur,City_original_names,Painting,Drawing,Sculpture,Pottery,Woodworking,Photography,Street Art,Playing Musical Instruments,Singing,Dance,Opera,Theater,Stand-Up Comedy,Concerts,Festivals,Ballet,Running,Cycling,Swimming,Yoga,Skiing,Tennis,Table Tennis,Martial Arts,Football,Handball,Basketball,Rowing,Marathon,Triathlon,Badminton,Volleyball,Ice Skating,Climbing,Archery,Camping,Fishing,Hunting,Mountain Biking,Rock Climbing,Sailing,Ski Touring,Kayaking,Surfing,Computer Programming,Video Games,Robotics,3D Printing,Virtual Reality,Artificial Intelligence,Photography Equipment,Astronomy,Biology,Chemistry,Physics,Psychology,Philosophy,History,Political Science,Engineering,Mathematics,Archaeology,Cooking,Baking,Wine,Beer,Liqouor,BBQ,Steak,Seafood,Vegan and Vegetarian Cooking,Street Food,Cheese,Pizza,Pasta,Sushi,Pastry,Cake,Mountains,Lakes,Seaside,National Parks,Forests,Islands,Beaches,total_fb_users
Leipzig,Leipzig,504971,DE,Germany,12.3747329,51.3406321,15.605143434318789,2.912,2.168,3.094,3.3270000000000004,2.521,3.315,1.984,1.8800000000000001,2.1,2.15,2.454,3.3350000000000004,2.7709999999999995,2.894,https://www.numbeo.com/cost-of-living/in/Leipzig?displayCurrency=EUR,3.2,1.76,29.02,749.9,507.5,1275.0,978.57,2375.06,271.4,31.48,356.25,4120.0,Leipzig,39850.0,23435.0,14560.0,7404.0,20603.0,54047.0,5803.0,16071.0,38048.0,44995.0,21110.0,43688.0,18878,69687.0,58701.0,19511,54525,44528,32416.0,54829,40465,46019,2786.0,12731.0,78164.0,33153.0,35919.0,2199.0,33272.0,20040.0,13650.0,29756.0,14955.0,16944.0,2204.0,53334.0,30152.0,32189.0,39827.0,7410.0,5726.0,3088.0,3856.0,36496,10271.0,83630,9638,6107.0,15033,41561,29641.0,5362,34292.0,12964,34129,41996.0,26347,35583,15388.0,52721,11510,7711,99531.0,56675,33636.0,41013,31680.0,17354,9065,8909.0,47577,12653,15519.0,13732,24334.0,9808.0,11414.0,22483.0,30030.0,18975.0,14750.0,7415.0,23507.0,5266.0,33220.0,147638.0
Lille,Lille,15466,BE,Belgium,4.8242404,51.238218,11.070176652254045,3.0279999999999996,2.9229999999999996,3.1359999999999997,3.008,2.8850000000000002,2.998,2.096,2.31,2.032,2.52,2.7920000000000003,3.1710000000000003,3.0999999999999996,2.8230000000000004,https://www.numbeo.com/cost-of-living/in/Lille?displayCurrency=EUR,1.95,1.75,33.17,703.0,573.0,1516.67,1050.0,2033.33,181.39,21.71,662.5,3960.0,Lille,32832.0,20115.0,19138.0,6299.0,21338.0,52732.0,3726.0,12185.0,31405.0,40160.0,7482.0,39412.0,21306,60043.0,51011.0,12362,40768,58887,29111.0,45384,25039,33306,3704.0,8478.0,50664.0,2589.0,21007.0,1699.0,23068.0,16866.0,3490.0,17164.0,3793.0,9123.0,1614.0,56900.0,23804.0,18842.0,36548.0,3598.0,6904.0,1598.0,5795.0,23964,5381.0,55267,4076,5302.0,11171,22938,14777.0,3912,20228.0,8257,28380,32167.0,16836,41864,4698.0,48663,6292,6515,78495.0,34370,38840.0,29467,21899.0,17046,12906,9059.0,36005,14134,15948.0,11206,12298.0,12059.0,20421.0,15405.0,21829.0,15898.0,13293.0,8839.0,11018.0,3956.0,34760.0,334658.0
Lisbon,Lisbon,517802,PT,Portugal,-9.1365919,38.7077507,15.637787074525509,2.4920000000000004,2.6220000000000003,2.512,2.6919999999999997,2.4890000000000003,2.673,2.001,2.34,1.686,2.2199999999999998,2.761,2.7159999999999997,2.436,2.326,https://www.numbeo.com/cost-of-living/in/Lisbon?displayCurrency=EUR,2.0,1.79,39.59,1410.64,986.38,2656.41,1653.49,1213.21,125.6,21.37,533.82,6214.76,Lisbon,332088.0,228385.0,186951.0,64915.0,167722.0,610047.0,40065.0,177962.0,397996.0,388588.0,72384.0,301472.0,146075,460175.0,467669.0,216172,407326,234773,241258.0,419033,148688,252740,45353.0,78939.0,620609.0,50576.0,211171.0,8715.0,201099.0,122677.0,11876.0,151381.0,4884.0,50208.0,7921.0,337734.0,276240.0,183777.0,181572.0,23458.0,74546.0,2217.0,31245.0,343224,74214.0,531009,48499,55102.0,65156,337451,150427.0,65881,243168.0,51213,285602,434908.0,239770,306363,117666.0,429994,78108,65846,665279.0,215832,427515.0,323708,210996.0,175278,112264,109333.0,302118,91161,115043.0,117886,39036.0,232288.0,116390.0,247111.0,228570.0,117144.0,205743.0,24887.0,50992.0,94485.0,464384.0,841765.0
Liege,Liege,195278,BE,Belgium,5.773545903524977,50.47081585,14.369129768954771,2.443,2.8789999999999996,3.201,2.9029999999999996,2.6039999999999996,2.9019999999999997,2.048,2.26,1.9970000000000003,2.54,2.8580000000000005,3.103,2.984,2.643,https://www.numbeo.com/cost-of-living/in/Liege?displayCurrency=EUR,2.45,1.68,36.67,679.17,558.33,1114.0,875.0,2494.78,190.25,20.87,533.33,2798.33,Liege,31832.0,21214.0,17167.0,4804.0,20268.0,70450.0,5540.0,18945.0,22765.0,32487.0,6623.0,30059.0,10035,51133.0,36984.0,10060,39133,34464,23225.0,39893,26619,34567,14192.0,10735.0,32499.0,5287.0,32431.0,1499.0,22302.0,18575.0,16175.0,17074.0,4188.0,9043.0,2898.0,46133.0,23393.0,18268.0,28533.0,3598.0,4407.0,2056.0,5792.0,23642,5652.0,51523,4489,5739.0,8965,20450,10540.0,3170,16246.0,4698,15686,25670.0,15678,22914,3893.0,33015,4641,4085,67284.0,27693,35956.0,24603,20552.0,9989,4585,5811.0,26735,8008,22901.0,9579,18281.0,8681.0,11608.0,19335.0,21850.0,12071.0,12538.0,4378.0,20682.0,3667.0,28061.0,281767.0
Ljubljana,Ljubljana,272220,SI,Slovenia,14.5069289,46.0500268,14.801291564486066,2.91,3.0060000000000002,2.497,3.274,2.906,3.093,2.024,2.63,1.682,2.31,2.9250000000000003,3.034,2.8809999999999993,2.883,https://www.numbeo.com/cost-of-living/in/Ljubljana?displayCurrency=EUR,1.3,1.48,43.35,847.14,687.5,1640.0,1216.0,1605.08,222.87,12.0,418.75,4979.09,Ljubljana,49358.0,30341.0,20836.0,5350.0,30816.0,81738.0,5499.0,13315.0,62232.0,56553.0,14481.0,58714.0,37337,99029.0,78631.0,20856,104856,95776,60520.0,86011,66684,47596,4298.0,25511.0,52276.0,9892.0,64506.0,1865.0,50449.0,27305.0,3662.0,38769.0,1498.0,38776.0,3400.0,90791.0,46973.0,33192.0,64361.0,17256.0,15816.0,7699.0,5436.0,37488,9470.0,82185,5276,7510.0,4057,40287,19868.0,11055,19447.0,6764,30434,45728.0,15620,53183,4199.0,67654,11820,13895,128325.0,47089,52829.0,28680,22478.0,23054,15169,8370.0,57307,21592,8486.0,16643,9682.0,4867.0,18977.0,26656.0,72153.0,34742.0,46042.0,7385.0,18145.0,9739.0,68685.0,196799.0
London,London,8961989,GB,United Kingdom,-0.1277653,51.5074456,19.347030270529654,3.146,2.262,2.7710000000000004,3.271,2.4709999999999996,3.014,2.2310000000000003,2.65,1.692,2.52,2.6940000000000004,3.339,3.304,3.0749999999999993,https://www.numbeo.com/cost-of-living/in/London?displayCurrency=EUR,3.46,1.82,58.3,2602.68,1918.98,5351.4,3378.47,4284.22,302.6,18.44,2154.09,15874.13,London,1399817.0,631159.0,493925.0,349510.0,534841.0,1773045.0,123150.0,411177.0,1239007.0,1285283.0,449980.0,1665715.0,966278,1857366.0,1508741.0,582253,1510914,1013548,805321.0,1560957,738915,1037354,134865.0,439881.0,1300000.0,250061.0,865445.0,76804.0,855579.0,467903.0,333963.0,555901.0,296322.0,265448.0,75463.0,1118562.0,779748.0,587415.0,712637.0,205945.0,188860.0,37546.0,93379.0,805579,143546.0,2080395,122738,105259.0,240877,934472,544064.0,201001,845278.0,209127,689220,911207.0,663382,1363385,208769.0,1105982,398137,278610,2900000.0,1369375,1187619.0,1015555,855327.0,390794,373731,249365.0,1158503,864903,414773.0,387292,594259.0,244601.0,364511.0,680533.0,446659.0,317965.0,263440.0,139351.0,486899.0,181446.0,947891.0,4550000.0
Luxembourg,Luxembourg,76684,LU,Luxembourg,6.129799,49.6112768,13.15308029275197,3.2760000000000002,2.783,3.227,3.3369999999999997,2.905,3.138,2.286,2.7399999999999998,1.669,2.9799999999999995,3.476,3.343,3.183,3.005,https://www.numbeo.com/cost-of-living/in/Luxembourg?displayCurrency=EUR,0.0,1.51,41.75,1810.0,1498.28,3132.69,2418.18,5331.51,226.66,20.92,1207.29,10561.54,Luxembourg,47315.0,30156.0,28340.0,5774.0,18850.0,89650.0,8056.0,12019.0,40939.0,46175.0,8400.0,42025.0,27252,82524.0,52317.0,22532,42669,41682,27921.0,64939,33606,42138,3398.0,13853.0,61821.0,10850.0,29451.0,873.0,24227.0,19599.0,2056.0,16199.0,915.0,20935.0,1098.0,56654.0,31647.0,24961.0,34453.0,10666.0,3526.0,5981.0,5680.0,27949,6363.0,68893,2768,5895.0,6715,25846,15137.0,6918,27884.0,5670,22184,43323.0,26632,42513,13547.0,46848,14450,8707,99100.0,34653,55051.0,33046,27140.0,19568,10899,10732.0,37398,9599,16499.0,14442,19285.0,28855.0,18373.0,19068.0,41226.0,22681.0,14975.0,4673.0,9208.0,9825.0,43622.0,123430.0
Madrid,Madrid,3255944,ES,Spain,-3.7035825,40.4167047,18.029793496606516,2.867,2.44,2.616,2.769,2.491,2.703,1.79,2.41,1.8399999999999999,2.17,3.0810000000000004,3.3130000000000006,2.983,3.0900000000000003,https://www.numbeo.com/cost-of-living/in/Madrid?displayCurrency=EUR,1.5,1.7,43.45,1332.5,983.57,2218.51,1580.95,2204.08,157.6,14.28,529.57,5999.66,Madrid,412449.0,374082.0,189205.0,63493.0,237371.0,890246.0,66728.0,183644.0,303543.0,446200.0,129916.0,637884.0,276019,869040.0,788571.0,220568,745009,450501,362484.0,741072,375301,548692,45780.0,154126.0,971689.0,138042.0,484430.0,25791.0,424005.0,195673.0,141905.0,291717.0,104279.0,219891.0,36475.0,557660.0,304098.0,300023.0,350906.0,110503.0,131570.0,14496.0,82330.0,444995,74537.0,947856,67054,73317.0,183269,544474,233235.0,146299,438579.0,110440,432215,758068.0,555509,450809,97686.0,760727,142883,159021,1200000.0,500279,519394.0,387831,346925.0,137449,121676,104919.0,424902,170228,245553.0,173253,260781.0,140099.0,308637.0,207777.0,466707.0,151711.0,230664.0,99589.0,196521.0,82347.0,652079.0,1728857.0
Malmo,Malmo,351749,SE,Sweden,13.0001566,55.6052931,15.1347375630771,2.8089999999999997,2.176,2.734,3.4699999999999998,2.4979999999999998,3.2349999999999994,1.88,2.0,1.995,2.0,2.796,3.3900000000000006,3.185,2.794,https://www.numbeo.com/cost-of-living/in/Malmo?displayCurrency=EUR,2.73,1.68,35.89,778.27,671.81,1381.6,1079.72,2630.5,117.07,26.04,132.26,3898.74,Malmo,53796.0,31437.0,24972.0,12239.0,21652.0,78979.0,4057.0,13439.0,56710.0,50992.0,20070.0,68966.0,47798,94532.0,64065.0,28692,99016,55230,43559.0,84420,69571,73193,8513.0,20687.0,69489.0,26607.0,47411.0,3293.0,50291.0,26709.0,16831.0,34224.0,16493.0,13010.0,2469.0,81807.0,61583.0,55720.0,49590.0,8650.0,16846.0,5291.0,7077.0,52069,19699.0,104741,9265,5497.0,10999,37608,29066.0,8382,31061.0,10707,25226,54466.0,20703,68007,9206.0,65489,16507,14592,148619.0,64830,82640.0,65232,45221.0,29536,9605,12343.0,51525,16547,18774.0,14270,37699.0,20423.0,19779.0,17058.0,20509.0,11973.0,15270.0,4191.0,28922.0,4758.0,42163.0,219855.0
Manchester,Manchester,395515,GB,United Kingdom,-2.2451148,53.4794892,15.287302474625172,2.9330000000000003,2.564,2.847,2.961,2.6350000000000002,3.014,1.986,2.55,2.091,2.5399999999999996,2.7600000000000002,3.1990000000000003,3.078,2.8000000000000003,https://www.numbeo.com/cost-of-living/in/Manchester?displayCurrency=EUR,2.39,1.74,36.31,1412.43,1058.26,2332.5,1603.55,2960.99,277.45,18.07,1564.66,4795.93,Manchester,486069.0,193178.0,178698.0,133016.0,208187.0,600629.0,34394.0,130721.0,439782.0,426625.0,180306.0,572508.0,379980,663161.0,592436.0,193499,538512,382503,301137.0,466267,281133,378177,47588.0,187760.0,475654.0,105121.0,306500.0,24854.0,356791.0,172319.0,135900.0,196490.0,121180.0,128448.0,29818.0,461008.0,330535.0,271078.0,260212.0,84947.0,53405.0,11581.0,34700.0,298572,36210.0,765594,42038,45099.0,61515,288532,196628.0,68133,296457.0,57401,229837,306716.0,225948,495477,51541.0,348194,114990,87525,921200.0,483556,461265.0,457855,348207.0,139427,199913,66551.0,427561,217406,167729.0,148418,185334.0,65727.0,144954.0,340715.0,191293.0,139605.0,90504.0,55810.0,198486.0,57105.0,324421.0,816199.0
Mannheim,Mannheim,307960,DE,Germany,8.4673098,49.4892913,14.961777357881047,3.1620000000000004,2.2419999999999995,3.314,3.1159999999999997,2.7449999999999997,3.3890000000000002,2.4250000000000003,2.4,1.6969999999999998,2.29,2.66,3.359,3.012,2.991,https://www.numbeo.com/cost-of-living/in/Mannheim?displayCurrency=EUR,3.0,1.74,34.83,684.38,590.0,1318.33,1205.0,3518.75,305.42,34.34,575.0,5360.0,Mannheim,54502.0,36054.0,26111.0,14700.0,36274.0,94632.0,11059.0,27571.0,55653.0,56821.0,46237.0,68997.0,33285,100463.0,88923.0,22595,98220,74984,52774.0,103512,72892,80549,5790.0,30782.0,122099.0,51101.0,64358.0,3281.0,57838.0,35595.0,26096.0,48021.0,26635.0,30426.0,3439.0,97314.0,50348.0,54032.0,72602.0,11274.0,9284.0,5730.0,5703.0,62768,17131.0,128641,16594,8630.0,29685,73967,43085.0,8381,57973.0,26209,58683,71430.0,39963,58580,19629.0,91031,17718,11599,179228.0,106867,75301.0,62523,53102.0,36073,25962,16800.0,81646,28885,32021.0,25355,52386.0,26922.0,25541.0,43831.0,60225.0,34523.0,29957.0,13764.0,39866.0,11423.0,69299.0,198113.0
Marseille,Marseille,870731,FR,France,5.3699525,43.2961743,16.31394917743033,2.677,2.546,3.028,2.6679999999999997,2.341,2.851,2.036,2.32,1.963,2.29,2.8480000000000003,2.9819999999999998,2.834,2.923,https://www.numbeo.com/cost-of-living/in/Marseille?displayCurrency=EUR,1.8,1.8,37.4,742.67,581.67,1271.67,1122.5,1990.63,166.42,21.67,525.0,4774.88,Marseille,133419.0,94701.0,72199.0,25431.0,44126.0,306958.0,29722.0,81062.0,92902.0,166352.0,84963.0,161737.0,42572,242789.0,150783.0,69369,187454,130448,131388.0,205712,114604,164554,50022.0,65755.0,187721.0,75083.0,124941.0,27836.0,101951.0,93799.0,74434.0,92899.0,18099.0,44257.0,30396.0,196377.0,116538.0,74356.0,101932.0,57163.0,30187.0,10832.0,23582.0,139793,13652.0,248416,24081,14226.0,28493,124109,56397.0,16046,74954.0,15170,86411,110969.0,74738,116940,27960.0,112498,24216,28192,307391.0,116446,138053.0,82327,71950.0,40886,22362,30576.0,106228,54066,69162.0,37386,57219.0,42639.0,48960.0,83581.0,126963.0,61333.0,92231.0,34859.0,48750.0,20714.0,176685.0,462193.0
Miskolc,Miskolc,154521,HU,Hungary,20.7900429,48.1030643,14.06458218521427,2.27,2.33,2.0940000000000003,2.797,2.353,2.6799999999999997,1.66,2.02,1.8639999999999999,2.4,2.637,3.253,2.498,2.9090000000000003,https://www.numbeo.com/cost-of-living/in/Miskolc?displayCurrency=EUR,1.08,1.51,41.18,426.01,222.4,659.9,476.13,812.35,96.21,22.22,229.71,1587.1,Miskolc,37718.0,27119.0,17624.0,4765.0,18980.0,57506.0,2298.0,10593.0,31081.0,35913.0,11592.0,51042.0,16458,61263.0,56672.0,18585,63090,40350,43694.0,56760,33794,38914,11402.0,17657.0,41874.0,10548.0,36975.0,3325.0,36534.0,30415.0,10599.0,27614.0,1398.0,18403.0,3966.0,49803.0,50122.0,38396.0,37363.0,11399.0,12489.0,997.0,16130.0,36847,11161.0,67167,3698,4906.0,3146,35011,19089.0,7444,9996.0,8489,20303,37165.0,7448,37530,4374.0,51188,10100,17490,82806.0,50608,43691.0,38879,25600.0,20365,8412,10417.0,42088,13990,8020.0,18198,9416.0,3171.0,10650.0,21698.0,35515.0,24665.0,15755.0,4037.0,16800.0,5598.0,46345.0,108126.0
Malaga,Malaga,578460,ES,Spain,-4.4216366,36.7213028,15.781903032638914,2.8409999999999997,2.6719999999999997,2.737,2.7009999999999996,2.726,2.9130000000000003,1.713,2.81,2.4379999999999997,2.35,3.123,3.0399999999999996,3.0080000000000005,3.1420000000000003,https://www.numbeo.com/cost-of-living/in/Malaga?displayCurrency=EUR,1.4,1.59,37.38,1062.5,761.43,1791.67,1256.25,1610.12,133.65,17.81,364.13,5743.06,Malaga,70650.0,64032.0,37585.0,10476.0,42954.0,160402.0,12680.0,29530.0,49331.0,59834.0,20542.0,87802.0,33938,138960.0,126122.0,37567,127144,75555,66099.0,124422,62901,95377,8359.0,22277.0,167710.0,24648.0,84462.0,4698.0,69182.0,35326.0,24749.0,51159.0,17685.0,39122.0,5837.0,104416.0,59862.0,52902.0,61047.0,18184.0,20116.0,2115.0,24494.0,85987,10230.0,152065,12199,12288.0,23411,94777,41455.0,23711,65672.0,17960,82846,124967.0,98679,71736,15568.0,130715,23307,27328,172463.0,79945,100444.0,68652,61900.0,30497,26657,20079.0,82210,26161,37825.0,31305,44267.0,23973.0,50487.0,30014.0,73126.0,26413.0,45915.0,10000.0,33553.0,15588.0,125286.0,271732.0
Munich,Munich,1260391,DE,Germany,11.5753822,48.1371079,16.795102335514365,3.2039999999999997,2.4450000000000003,3.298,3.436,2.632,3.393,2.5380000000000003,2.47,1.444,2.23,2.7219999999999995,3.436,2.894,3.0460000000000003,https://www.numbeo.com/cost-of-living/in/Munich?displayCurrency=EUR,3.7,1.81,48.55,1421.28,1173.85,2816.94,2114.29,3243.23,352.81,20.93,869.02,11407.69,Munich,108171.0,69652.0,48188.0,31550.0,60180.0,195319.0,22465.0,55399.0,112252.0,124544.0,74001.0,142735.0,70624,203142.0,164455.0,49034,203883,169025,124629.0,227236,181792,172119,10973.0,52967.0,236080.0,77559.0,141509.0,8399.0,121928.0,76795.0,47202.0,97558.0,49051.0,81877.0,8407.0,193668.0,104163.0,110292.0,160291.0,30400.0,27383.0,22432.0,12357.0,139412,50805.0,246445,35767,18545.0,59449,145083,87763.0,19199,112949.0,37426,113662,152098.0,92061,130133,40082.0,180525,43270,26134,341725.0,188826,143412.0,137795,113670.0,63364,51976,32721.0,175253,62124,60806.0,46516,95855.0,38394.0,45085.0,73411.0,145797.0,71878.0,68650.0,31925.0,75794.0,26342.0,138352.0,495154.0
Naples,Naples,909048,IT,Italy,14.2487679,40.8358846,16.369974850133083,1.9429999999999998,2.449,2.169,1.9869999999999997,1.999,2.5440000000000005,1.4769999999999999,2.3,2.2849999999999997,1.8399999999999999,2.4200000000000004,2.3659999999999997,1.7500000000000002,1.76,https://www.numbeo.com/cost-of-living/in/Naples?displayCurrency=EUR,1.5,1.83,46.0,766.67,561.54,1800.0,1015.38,1190.0,186.88,12.47,387.5,4500.0,Naples,365371.0,232080.0,219202.0,118179.0,205865.0,804186.0,58262.0,181999.0,248467.0,306645.0,136714.0,391604.0,103963,428833.0,401421.0,135024,499384,231978,326075.0,524876,315832,478570,31250.0,122521.0,724137.0,140600.0,387390.0,18190.0,274084.0,139344.0,139882.0,289462.0,141412.0,99202.0,32721.0,464560.0,238782.0,159137.0,314362.0,70853.0,129392.0,22043.0,110920.0,345583,56500.0,875479,73338,87889.0,107293,443859,226533.0,80889,334373.0,97794,329516,457075.0,313828,348950,65073.0,436308,80293,138059,1000250.0,496729,490950.0,494587,392353.0,172555,177341,129847.0,404418,230869,336628.0,248734,411915.0,185129.0,441217.0,283651.0,364954.0,157173.0,458285.0,123989.0,206550.0,106402.0,574387.0,931088.0
Narva,Narva,54409,EE,Estonia,28.1921457,59.3766729,12.706637680963762,2.1199999999999997,2.3200000000000003,2.5300000000000002,3.0999999999999996,2.65,2.9200000000000004,1.5,,2.27,,2.67,2.97,1.93,2.37,https://www.numbeo.com/cost-of-living/in/Narva-Estonia?displayCurrency=EUR,1.0,1.73,34.67,215.0,200.0,475.0,300.0,1066.67,198.33,14.5,170.75,950.0,Narva,2412.0,1816.0,1297.0,989.0,989.0,5885.0,1000.0,1000.0,2297.0,3262.0,748.0,3586.0,996,4664.0,2997.0,1775,3987,1498,1831.0,4138,1797,2067,1000.0,989.0,1991.0,1000.0,1897.0,996.0,1767.0,1697.0,1000.0,1298.0,1000.0,1000.0,1000.0,2656.0,2710.0,1277.0,1597.0,989.0,664.0,1000.0,1000.0,1725,665.0,3598,989,1000.0,497,2397,898.0,996,1098.0,994,3009,3598.0,1264,2054,989.0,4093,997,989,4905.0,2075,1897.0,2067,1197.0,664,497,1000.0,2196,994,831.0,855,996.0,748.0,1196.0,798.0,1597.0,1298.0,2597.0,1000.0,996.0,497.0,3586.0,12658.0
Newcastle upon Tyne,Newcastle upon Tyne,300125,GB,United Kingdom,-1.6131572,54.9738474,14.928250466142575,2.909,2.548,3.032,3.133,2.545,2.976,1.7570000000000001,,2.4639999999999995,,2.782,3.198,2.982,2.882,https://www.numbeo.com/cost-of-living/in/Newcastle-Upon-Tyne?displayCurrency=EUR,2.39,1.73,37.17,995.67,746.75,1603.03,1179.87,3252.61,300.65,17.7,1224.68,4126.26,Newcastle upon Tyne,288600.0,119246.0,109336.0,83711.0,120523.0,386332.0,15508.0,73091.0,271076.0,234501.0,87534.0,336263.0,234722,408115.0,310650.0,89968,316759,219634,188326.0,257107,163701,210418,27030.0,110036.0,296807.0,67400.0,175653.0,22782.0,241656.0,106137.0,79029.0,122511.0,78141.0,73277.0,20707.0,284433.0,198620.0,185062.0,171691.0,45211.0,30017.0,6371.0,24237.0,181131,16827.0,435559,22983,29561.0,39953,161085,132529.0,49990,175319.0,28416,126898,163813.0,127618,300786,27157.0,191737,60028,64166,504279.0,284660,277861.0,283944,222297.0,81666,148084,36894.0,235473,189830,112232.0,99936,126979.0,27163.0,90984.0,223009.0,113558.0,96839.0,60014.0,32360.0,114949.0,32595.0,197368.0,395163.0
Nurnberg,Nurnberg,515543,DE,Germany,11.077298,49.453872,15.632098988876955,3.0839999999999996,2.3850000000000002,3.332,2.971,2.6959999999999997,3.2869999999999995,2.444,2.6,1.68,2.36,2.27,3.3600000000000003,2.9989999999999997,2.961,https://www.numbeo.com/cost-of-living/in/Nuremberg?displayCurrency=EUR,3.3,1.78,30.99,855.44,651.85,1437.5,1250.4,3112.5,285.25,26.24,472.6,6560.0,Nurnberg,51047.0,35647.0,24102.0,14081.0,33241.0,93168.0,6360.0,27641.0,54993.0,61878.0,39706.0,67025.0,32754,95932.0,82307.0,26014,97506,78437,57256.0,105028,76579,79788,7934.0,25269.0,118533.0,43955.0,64216.0,3239.0,59028.0,41507.0,22943.0,48658.0,25399.0,36631.0,5710.0,96791.0,49804.0,53660.0,73967.0,11837.0,8781.0,7381.0,5678.0,61405,20684.0,126308,18168,9958.0,26064,72591,44710.0,8178,55544.0,20152,56506,73549.0,43033,55574,19485.0,89128,16573,11618,172870.0,96874,68013.0,66017,52904.0,30975,26195,17766.0,77147,20955,31318.0,22027,48335.0,17414.0,22942.0,38414.0,64682.0,36611.0,27899.0,15221.0,42650.0,10770.0,60546.0,228379.0
Oslo,Oslo,580000,NO,Norway,10.7389701,59.9133301,15.785361904559242,3.256,2.671,3.172,3.331,2.5769999999999995,3.2569999999999997,2.58,2.4,1.819,2.5099999999999993,2.549,3.5250000000000004,3.3510000000000004,3.1990000000000003,https://www.numbeo.com/cost-of-living/in/Oslo?displayCurrency=EUR,3.57,1.91,43.86,1339.84,1058.72,2135.32,1687.78,3379.36,217.64,31.28,247.11,8101.42,Oslo,109370.0,81729.0,71200.0,17753.0,37299.0,163352.0,16208.0,29033.0,124379.0,121599.0,49373.0,137641.0,73769,191148.0,134671.0,67362,198286,117657,99632.0,184675,211114,99114,4658.0,36040.0,122184.0,40738.0,67322.0,4930.0,98276.0,71506.0,3190.0,49277.0,4041.0,67704.0,4008.0,193145.0,167568.0,122322.0,109105.0,27506.0,23351.0,19334.0,20128.0,98470,42982.0,188659,14106,7938.0,7700,76197,45136.0,19211,59408.0,18696,55297,98937.0,33762,140255,18151.0,152450,32891,23830,269098.0,107139,105433.0,83040,47821.0,16628,13904,33169.0,90530,28799,30983.0,34280,21879.0,42473.0,17998.0,41457.0,137031.0,55935.0,26609.0,13131.0,15380.0,14855.0,78453.0,512728.0
Osnabruck,Osnabruck,166462,DE,Germany,8.047635,52.2719595,14.161421939653525,2.7439999999999998,2.4869999999999997,3.313,2.8920000000000003,2.864,3.091,2.435,2.58,1.631,2.46,2.445,3.125,2.8329999999999997,2.8070000000000004,https://www.numbeo.com/cost-of-living/in/Osnabruck-Germany?displayCurrency=EUR,2.95,1.72,29.4,613.33,360.0,1570.0,1022.33,2225.0,200.0,32.59,220.0,3333.33,Osnabruck,13522.0,8428.0,5494.0,3314.0,9582.0,21259.0,2239.0,5288.0,12598.0,14019.0,9911.0,20461.0,6982,23714.0,20847.0,5935,26040,19260,13249.0,23654,17273,19872,1570.0,5830.0,31180.0,11966.0,14837.0,899.0,14419.0,8415.0,5752.0,12913.0,6248.0,5835.0,863.0,24800.0,13705.0,14815.0,17839.0,2326.0,2015.0,1098.0,1017.0,15586,3448.0,31912,4301,2591.0,7645,17608,11844.0,1671,14432.0,5180,14854,17847.0,10372,13350,4557.0,22232,3338,2683,43923.0,26466,14233.0,14562,13129.0,8299,4915,4544.0,18719,5366,6561.0,5851,10717.0,2854.0,5083.0,9658.0,12513.0,8000.0,7221.0,2698.0,9409.0,3107.0,17089.0,7309.0
Ostrava,Ostrava,279791,CZ,Czechia,18.2820084,49.8349139,14.836979982313258,3.0300000000000002,2.8810000000000002,2.958,3.131,2.6950000000000003,3.1670000000000003,1.992,2.1199999999999997,2.223,2.15,3.012,3.4939999999999998,3.0780000000000003,3.3129999999999997,https://www.numbeo.com/cost-of-living/in/Ostrava?displayCurrency=EUR,0.99,1.46,48.81,479.88,397.71,871.68,738.89,1293.64,209.19,27.04,308.96,2131.75,Ostrava,43474.0,30127.0,19648.0,2590.0,15810.0,77338.0,3742.0,15583.0,56165.0,64990.0,35150.0,72740.0,24590,112628.0,90438.0,20388,105426,76838,49747.0,93951,58676,59355,2905.0,27539.0,53037.0,3414.0,32900.0,997.0,46371.0,26470.0,5488.0,30655.0,9309.0,25773.0,2699.0,71577.0,50811.0,32901.0,61032.0,13644.0,4258.0,11633.0,4804.0,41127,14616.0,106582,6812,10165.0,9144,53928,16590.0,7342,14051.0,15391,42649,55518.0,18354,54640,8468.0,63288,15579,9350,133391.0,55057,49720.0,64695,34271.0,27311,14288,9090.0,52998,15443,7155.0,15716,5298.0,10142.0,15571.0,32922.0,80868.0,27898.0,32105.0,7340.0,11234.0,5749.0,54000.0,196290.0
